date,open,high,low,close,volume
2022-04-19,4161.933,4186.939,4115.418,4134.902,11021747100
2022-04-20,4130.543,4136.166,4060.504,4070.789,11733165800
2022-04-21,4048.734,4086.439,3978.367,3995.83,13278382800
2022-04-22,3967.202,4037.084,3953.722,4013.25,12210181100
2022-04-25,3933.446,3958.21,3814.913,3814.913,16836450200
2022-04-26,3822.489,3871.85,3773.899,3784.12,15757761100
2022-04-27,3758.084,3895.731,3757.086,3895.536,17273404600
2022-04-28,3883.42,3943.435,3873.578,3921.107,15305658600
2022-04-29,3939.624,4017.428,3898.57,4016.241,17945837700
2022-05-05,3995.353,4039.7,3988.931,4010.21,15417071600
2022-05-06,3928.855,3947.238,3902.051,3908.815,12300555100
2022-05-09,3883.951,3914.112,3854.935,3877.436,9293669400
2022-05-10,3820.628,3932.682,3808.57,3919.868,13641691800
2022-05-11,3917.932,4033.303,3916.525,3976.423,16563225600
2022-05-12,3949.949,3985.927,3935.589,3958.74,11337606600
2022-05-13,3983.82,4003.854,3957.139,3988.6,10996835700
2022-05-16,4014.996,4018.028,3947.746,3956.538,11242529400
2022-05-17,3961.761,4005.893,3955.102,4005.893,10966145400
2022-05-18,4015.013,4017.341,3964.75,3991.907,10807423300
2022-05-19,3938.296,3999.598,3933.745,3999.598,11629342000
2022-05-20,4020.816,4077.602,4020.816,4077.6,14706917300
2022-05-23,4080.969,4080.969,4029.085,4053.982,13047781000
2022-05-24,4052.868,4055.783,3959.154,3959.154,14555433600
2022-05-25,3959.767,3983.624,3946.808,3983.178,10773401500
2022-05-26,3987.682,4015.747,3938.239,3993.045,12626368900
2022-05-27,4022.71,4051.143,3983.384,4001.299,11276933700
2022-05-30,4020.858,4040.819,4003.377,4029.018,11115224100
2022-05-31,4031.762,4096.197,4020.378,4091.518,13541551300
2022-06-01,4086.618,4094.901,4058.847,4083.177,11485087900
2022-06-02,4064.0,4091.152,4057.914,4089.568,11389363800
2022-06-06,4090.529,4166.615,4063.906,4166.085,16787101100
2022-06-07,4165.69,4198.086,4155.168,4179.129,14299288100
2022-06-08,4187.148,4224.81,4158.033,4219.812,15737405700
2022-06-09,4211.723,4227.448,4160.881,4175.675,16844915400
2022-06-10,4145.651,4241.354,4140.22,4238.994,18479621400
2022-06-13,4194.457,4218.233,4156.715,4189.353,16847562200
2022-06-14,4143.223,4224.086,4102.929,4222.311,17138590400
2022-06-15,4228.293,4348.423,4228.293,4278.218,25704659000
2022-06-16,4282.083,4302.921,4241.075,4250.061,18407441600
2022-06-17,4219.234,4318.766,4218.682,4309.044,15864909800
2022-06-20,4322.832,4368.356,4297.891,4330.433,16566638200
2022-06-21,4327.916,4357.34,4287.141,4325.566,16466761500
2022-06-22,4331.902,4333.183,4269.246,4270.623,15856585400
2022-06-23,4277.956,4343.878,4260.9,4343.878,17088236000
2022-06-24,4354.553,4400.685,4346.122,4394.772,16897219900
2022-06-27,4414.332,4472.695,4414.332,4444.264,17738567600
2022-06-28,4442.581,4497.895,4407.352,4490.517,17475648900
2022-06-29,4472.735,4503.131,4413.996,4421.357,18727668800
